taxon	lineage
KY435486|homo_sapiens|british_virgin_islands|2014-01-23	O
KR559495||usa|2014-07-01	O
KR559494||usa|2014-07-01	O
KY435484|homo_sapiens|dominica|2014-01-30	O
KY435481|homo_sapiens|saint_lucia|2014-04-22	O
KY435477|homo_sapiens|guyana|2014-05-31	O
KY435473|homo_sapiens|saint_lucia|2014-05-22	O
KY435465|homo_sapiens|trinidad_and_tobago|2014-08-17	O
KY435464|homo_sapiens|barbados|2014-08-15	O
KY435462|homo_sapiens|jamaica|2014-08-25	O
KR559492||saint_lucia|2014-08-01	O
KY435474|homo_sapiens|saint_lucia|2014-05-19	O
KR046228|homo_sapiens|trinidad_and_tobago|2014-09-11	O
KY435458|homo_sapiens|guyana|2014-11-03	O
KR559479||dominican_republic|2014-04-01	O
KR559477||dominican_republic|2014-07-01	O
KY272970|homo_sapiens|dominican_republic|2014-01-01	O
KY272969|homo_sapiens|dominican_republic|2014-01-01	O
KY272967|homo_sapiens|dominican_republic|2014-01-01	O
KY272965|homo_sapiens|dominican_republic|2014-01-01	O
KY272963|homo_sapiens|dominican_republic|2014-01-01	O
KY272962|homo_sapiens|dominican_republic|2014-01-01	O
KY680410|homo_sapiens|usa|2014-08-22	O
KY680406|homo_sapiens|usa|2014-08-08	O
KY680403|homo_sapiens|usa|2014-06-14	O
KY680401|homo_sapiens|usa|2014-09-22	O
KY680400|homo_sapiens|usa|2014-07-15	O
KY680397|homo_sapiens|usa|2014-05-23	O
KY680395|homo_sapiens|usa|2014-07-21	O
KY680391|homo_sapiens|usa|2014-10-24	O
KY680385|homo_sapiens|usa|2014-11-25	O
KY680378|homo_sapiens|usa|2014-10-19	O
KY680412|homo_sapiens|usa|2014-08-28	O
KY680368|homo_sapiens|usa|2014-12-01	O
KY680390|homo_sapiens|usa|2014-05-07	O
KY680354|homo_sapiens|usa|2014-05-08	O
KY680353|homo_sapiens|usa|2014-08-25	O
KU355832|homo_sapiens|brazil|2015-01-01	O
KY680351|homo_sapiens|usa|2014-06-24	O
KY575566|homo_sapiens|usa|2014-01-01	O
MF001514|homo_sapiens|usa|2015-01-01	O
KY272961|homo_sapiens|dominican_republic|2014-01-01	O
KY680369|homo_sapiens|usa|2014-05-24	O
KY680360|homo_sapiens|usa|2014-08-05	O
KY680358|homo_sapiens|usa|2014-08-08	O
KY575569|homo_sapiens|usa|2014-01-01	O
KY272966|homo_sapiens|dominican_republic|2014-01-01	O
MF001513|homo_sapiens|usa|2015-01-01	O
MF001511|homo_sapiens|usa|2015-01-01	O
MF001519|homo_sapiens|usa|2015-01-01	O
MF001509|homo_sapiens|usa|2015-01-01	O
MF001515|homo_sapiens|usa|2015-01-01	O
MF001505|homo_sapiens|usa|2015-01-01	O
KY435466|homo_sapiens|barbados|2014-08-06	O
KY272964|homo_sapiens|dominican_republic|2014-01-01	O
KY680383|homo_sapiens|usa|2014-08-20	O
KY680371|homo_sapiens|usa|2014-08-20	O
KY680357|homo_sapiens|usa|2014-08-09	O
MF001510|homo_sapiens|usa|2015-01-01	O
KY680387|homo_sapiens|usa|2014-10-14	O
KY680374|homo_sapiens|usa|2014-12-06	O
MF001507|homo_sapiens|usa|2015-01-01	O
MN462642|homo_sapiens|ecuador|2015-11-05	O
LC259090|homo_sapiens|colombia|2015-01-06	O
MH329304|homo_sapiens|colombia|2014-10-26	O
KR559486||panama|2014-11-01	O
MH329303|homo_sapiens|colombia|2014-10-01	O
MH329302|homo_sapiens|colombia|2014-10-03	O
MH329296|homo_sapiens|colombia|2014-09-13	O
MH329293|homo_sapiens|colombia|2014-11-01	O
MH359141|homo_sapiens|colombia|2014-10-15	O
MH329300|homo_sapiens|colombia|2014-11-03	O
MH359140|homo_sapiens|colombia|2014-11-04	O
MH359139|homo_sapiens|colombia|2014-10-15	O
KU365373|homo_sapiens|colombia|2014-12-01	O
KU365372|homo_sapiens|colombia|2014-12-18	O
MH329294|homo_sapiens|colombia|2014-10-15	O
MH359142|homo_sapiens|colombia|2014-10-15	O
MH329295|homo_sapiens|colombia|2014-11-01	O
MN462658|homo_sapiens|ecuador|2015-04-08	O
MN462656|homo_sapiens|ecuador|2015-07-23	O
MN462654|homo_sapiens|ecuador|2015-02-07	O
MN462653|homo_sapiens|ecuador|2015-06-30	O
MN462652|homo_sapiens|ecuador|2015-06-30	O
MN462651|homo_sapiens|ecuador|2015-06-24	O
MN462660|homo_sapiens|ecuador|2015-08-14	O
MN462657|homo_sapiens|ecuador|2015-07-29	O
MN462650|homo_sapiens|ecuador|2015-06-16	O
MN462649|homo_sapiens|ecuador|2015-02-06	O
MN462647|homo_sapiens|ecuador|2015-05-28	O
MH329301|homo_sapiens|colombia|2014-10-01	O
MH329299|homo_sapiens|colombia|2014-11-01	O
MN462638|homo_sapiens|ecuador|2015-03-24	O
KY680404|homo_sapiens|usa|2014-09-17	O
KY680394|homo_sapiens|usa|2014-10-05	O
KR264951|homo_sapiens|usa|2014-08-14	O
KY680392|homo_sapiens|usa|2014-10-19	O
KY680381|homo_sapiens|usa|2014-10-21	O
KY575572|homo_sapiens|usa|2014-01-01	O
KR264950|homo_sapiens|usa|2014-07-16	O
KR264949|homo_sapiens|usa|2014-07-15	O
MF001518|homo_sapiens|usa|2015-01-01	O
MF001517|homo_sapiens|usa|2015-01-01	O
KR559482||usa|2014-08-01	O
KR559480||usa|2014-09-01	O
KY680409|homo_sapiens|usa|2014-10-21	O
KY680380|homo_sapiens|usa|2014-10-13	O
KY680350|homo_sapiens|usa|2014-12-10	O
KY680348|homo_sapiens|usa|2014-09-05	O
MF001516|homo_sapiens|usa|2015-01-01	O
MF001508|homo_sapiens|usa|2015-01-01	O
MF001506|homo_sapiens|usa|2015-01-01	O
MT038408|homo_sapiens|paraguay|2015-05-03	O
MT038407|homo_sapiens|paraguay|2015-04-28	O
MT038409|homo_sapiens|paraguay|2015-05-06	O
MT038406|homo_sapiens|paraguay|2015-04-26	O
MT038405|homo_sapiens|paraguay|2014-11-03	O
MT038404|homo_sapiens|paraguay|2014-11-30	O
OP615962|homo_sapiens|argentina|2015-04-08	O
KY680414|homo_sapiens|usa|2014-09-13	O
KY680411|homo_sapiens|usa|2014-09-04	O
KY680377|homo_sapiens|usa|2014-08-16	O
KY680362|homo_sapiens|usa|2014-07-26	O
MF001512|homo_sapiens|usa|2015-01-01	O
OP615961|homo_sapiens|argentina|2014-12-09	O
OQ148656|homo_sapiens|brazil|2014-12-29	O
OQ148657|homo_sapiens|brazil|2014-12-19	O
OQ148655|homo_sapiens|brazil|2014-12-29	O
OQ148654|homo_sapiens|brazil|2014-10-12	O
OQ148639|homo_sapiens|brazil|2014-07-03	O
OQ148651|homo_sapiens|brazil|2014-10-23	O
OQ148621|homo_sapiens|brazil|2014-06-10	O
KR559473||french_polynesia|2015-02-01	O
OR488122|homo_sapiens|guadeloupe|2014-06-01	O
KR559470||usa|2014-11-01	O
KY272968|homo_sapiens|dominican_republic|2014-01-01	O
KU365374|homo_sapiens|venezuela|2014-12-17	O
KY680408|homo_sapiens|usa|2014-06-26	O
KY680349|homo_sapiens|usa|2014-07-02	O
KY575565|homo_sapiens|usa|2014-01-01	O
OQ148617|homo_sapiens|brazil|2014-11-20	O
KR559498||dominican_republic|2014-03-01	O
KR559487||honduras|2014-07-01	O
KR559474||usa|2014-09-01	O
KR559483||usa|2014-10-01	O
MF773563|homo_sapiens|philippines|2014-01-01	O
AB860301|homo_sapiens|philippines|2013-01-01	O
KJ451622|homo_sapiens|micronesia|2013-10-01	O
KJ451623|homo_sapiens|micronesia|2013-10-01	O
KJ689453|aedes_hensilli|micronesia|2013-11-01	O
KJ689452|aedes_aegypti|micronesia|2013-11-01	O
MH647193|homo_sapiens|singapore|2013-05-01	O
LC259088|homo_sapiens|tonga|2014-03-25	O
MF773562|homo_sapiens|kiribati|2015-01-01	O
KR559493|||2014-01-01	O
MF773559|homo_sapiens|samoa|2014-01-01	O
KC488650|homo_sapiens|china|2012-01-01	O
KF318729|homo_sapiens|china|2012-07-06	O
LC259084|homo_sapiens|philippines|2012-09-25	O
KT308160|homo_sapiens|philippines|2012-01-01	O
KT308162|homo_sapiens|philippines|2012-01-01	O
KT308159|homo_sapiens|philippines|2012-01-01	O
MH647185|homo_sapiens|singapore|2012-11-01	O
KT308163|homo_sapiens|philippines|2012-01-01	O
KT308161|homo_sapiens|philippines|2012-01-01	O
LC259083|homo_sapiens|indonesia|2009-09-11	O
MF773565|homo_sapiens|timor-leste|2010-01-01	O
FJ807897|homo_sapiens|indonesia|2007-01-01	O
LC259086|homo_sapiens|indonesia|2013-07-01	O
MH647183|homo_sapiens|singapore|2012-04-01	O
MF773561|homo_sapiens|indonesia|2011-01-01	O
EU703760|homo_sapiens|malaysia|2006-01-01	O
EU703761|homo_sapiens|malaysia|2006-01-01	O
EU703762|homo_sapiens|malaysia|2006-01-01	O
EU703759|homo_sapiens|malaysia|2006-01-01	O
KM923919|macaca_fascicularis|malaysia|2007-03-09	O
KM923918|macaca_fascicularis|malaysia|2007-03-09	O
KM923920|macaca_fascicularis|malaysia|2007-03-09	O
KM923917|macaca_fascicularis|malaysia|2007-03-09	O
FN295484|homo_sapiens|malaysia|2006-03-01	O
FN295483|homo_sapiens|malaysia|2006-03-01	O
KX168429|homo_sapiens|malaysia|2009-01-01	O
HE806461|homo_sapiens|new_caledonia|2011-02-28	O
KF872195|homo_sapiens|russia|2013-09-24	O
LC259091|homo_sapiens|indonesia|2015-05-07	O
MG664851|homo_sapiens|china|2012-01-01	O
MT591103|homo_sapiens|indonesia|2015-12-01	O
MT591102|homo_sapiens|indonesia|2015-12-01	O
MT591100|homo_sapiens|indonesia|2015-12-01	O
MT591099|homo_sapiens|indonesia|2015-12-01	O
MT591098|homo_sapiens|indonesia|2015-12-01	O
KX097986|homo_sapiens|indonesia|2015-01-01	O
MT591101|homo_sapiens|indonesia|2015-12-01	O
MT591097|homo_sapiens|indonesia|2015-12-01	O
MT591096|homo_sapiens|indonesia|2015-12-01	O
KX097988|homo_sapiens|indonesia|2015-01-01	O
KX097982|homo_sapiens|indonesia|2015-01-01	O
MT591095|homo_sapiens|indonesia|2015-12-01	O
MT591094|homo_sapiens|indonesia|2015-12-01	O
MT591093|homo_sapiens|indonesia|2015-12-01	O
KY883764|homo_sapiens|singapore|2013-01-01	O
KM673291|homo_sapiens|indonesia|2013-01-01	O
LC259087|homo_sapiens|indonesia|2013-07-06	O
LC259085|homo_sapiens|indonesia|2012-10-15	O
MT591092|homo_sapiens|indonesia|2015-12-01	O
MT591085|homo_sapiens|indonesia|2014-12-01	O
MT591084|homo_sapiens|indonesia|2015-02-01	O
MT591083|homo_sapiens|indonesia|2015-02-01	O
MH670649|homo_sapiens|china|2009-11-19	O
HM045797|homo_sapiens|indonesia|1985-01-01	O
HM045791|homo_sapiens|indonesia|1983-01-01	O
HM045800|homo_sapiens|philippines|1985-01-01	O
HM045790|homo_sapiens|philippines|1985-07-17	O
HM045789|homo_sapiens|thailand|1988-01-01	O
KX262988|homo_sapiens|thailand|1988-01-01	O
HM045796|homo_sapiens|thailand|1995-01-01	O
HM045787|homo_sapiens|thailand|1995-01-01	O
KX262987|homo_sapiens|thailand|1996-01-01	O
HM045808|homo_sapiens|thailand|1978-01-01	O
HM045814|homo_sapiens|thailand|1975-01-01	O
MK028840|homo_sapiens|thailand|1962-01-01	O
MK028839||usa|1986-01-01	O
HM045810|homo_sapiens|thailand|1958-01-01	O
HM045813|homo_sapiens|india|1963-11-06	O
HM045803|homo_sapiens|india|1963-11-06	O
HM045788|homo_sapiens|india|1973-01-01	O
LC259082|homo_sapiens|thailand|1958-01-01	O
ON642352|homo_sapiens|india|2010-01-01	O
ON642353|homo_sapiens|india|2010-01-01	O
KX619426|homo_sapiens|india|2015-12-03	O
MW042254|homo_sapiens|india|2014-10-01	O
MH647207|homo_sapiens|singapore|2015-10-01	O
MT526801|homo_sapiens|kenya|2015-09-02	O
MT526803|homo_sapiens|kenya|2014-05-23	O
MT526802|homo_sapiens|kenya|2014-08-20	O
MH647197|homo_sapiens|singapore|2013-10-01	O
MK370031|homo_sapiens|india|2015-01-01	O
MH647187|homo_sapiens|singapore|2013-02-01	O
MH647186|homo_sapiens|singapore|2012-11-01	O
MH647184|homo_sapiens|singapore|2012-10-01	O
MH647182|homo_sapiens|singapore|2012-01-01	O
KT336780||india|2012-08-03	O
KT336779||india|2012-08-03	O
MH647216|homo_sapiens|singapore|2010-01-01	O
MH647213|homo_sapiens|singapore|2010-01-01	O
KT336778||india|2010-07-16	O
JQ065890|homo_sapiens|china|2010-10-01	O
MW581867|homo_sapiens|india|	O
MH636708|homo_sapiens|singapore|2010-01-01	O
KC614648|aedes_aegypti|yemen|2011-01-25	O
FJ000067|homo_sapiens|india|2006-08-01	O
FJ513675|homo_sapiens|sri_lanka|2008-04-01	O
GU199351|homo_sapiens|china|2008-01-01	O
FJ513673|homo_sapiens|sri_lanka|2008-04-01	O
FJ513654|homo_sapiens|sri_lanka|2008-04-01	O
FJ513645|homo_sapiens|sri_lanka|2008-04-01	O
FJ445426|homo_sapiens|sri_lanka|2008-04-01	O
FJ513632|homo_sapiens|sri_lanka|2008-03-01	O
KY575570|homo_sapiens|usa|2008-01-01	O
EU372006|homo_sapiens|india|2007-06-11	O
GQ428215|homo_sapiens|india|2008-05-29	O
FJ807898|homo_sapiens|bangladesh|2008-01-01	O
KJ796845||india|2009-08-04	O
KJ796844||india|2009-08-04	O
KJ796846||india|2009-08-18	O
KT336777||india|2009-04-08	O
KU365371|homo_sapiens|bangladesh|2011-11-01	O
KU365370|homo_sapiens|bangladesh|2011-11-01	O
MH647192|homo_sapiens|singapore|2013-05-01	O
MH647218|homo_sapiens|singapore|2013-03-01	O
MH647217|homo_sapiens|singapore|2013-02-01	O
MH647191|homo_sapiens|singapore|2013-05-01	O
MH647190|homo_sapiens|singapore|2013-05-01	O
MH647206|homo_sapiens|singapore|2014-06-01	O
MH647205|homo_sapiens|singapore|2014-04-01	O
MH647204|homo_sapiens|singapore|2014-02-01	O
MH647201|homo_sapiens|singapore|2013-12-01	O
MH647203|homo_sapiens|singapore|2014-02-01	O
MH647202|homo_sapiens|singapore|2014-01-01	O
MH647200|homo_sapiens|singapore|2013-12-01	O
MH647199|homo_sapiens|singapore|2013-12-01	O
MH647198|homo_sapiens|singapore|2013-10-01	O
MH647196|homo_sapiens|singapore|2013-08-01	O
MH647195|homo_sapiens|singapore|2013-07-01	O
MH647194|homo_sapiens|singapore|2013-06-01	O
MH647189|homo_sapiens|singapore|2013-04-01	O
MH647209|homo_sapiens|singapore|2013-06-01	O
MH647188|homo_sapiens|singapore|2013-04-01	O
FJ445427|homo_sapiens|sri_lanka|2007-07-01	O
AB455494|homo_sapiens||2006-12-01	O
AB455493|homo_sapiens||2006-12-01	O
FJ000066|homo_sapiens|india|2006-09-01	O
FJ445428|homo_sapiens|sri_lanka|2007-05-01	O
FJ513679|homo_sapiens|sri_lanka|2008-04-01	O
FJ513657|homo_sapiens|sri_lanka|2008-04-01	O
FJ513629|homo_sapiens|sri_lanka|2008-03-01	O
FJ513628|homo_sapiens|sri_lanka|2008-03-01	O
GU013530|homo_sapiens|sri_lanka|2008-04-01	O
FJ513637|homo_sapiens|sri_lanka|2008-03-01	O
FJ513635|homo_sapiens|sri_lanka|2008-03-01	O
GU013529|homo_sapiens|sri_lanka|2008-03-01	O
GU013528|homo_sapiens|sri_lanka|2008-03-01	O
GU199350|homo_sapiens|china|2008-01-01	O
GU189061|homo_sapiens|sri_lanka|2006-01-01	O
MK028838|homo_sapiens|sri_lanka|2006-01-01	O
HM045801|homo_sapiens|sri_lanka|2007-01-01	O
MK086029|homo_sapiens|sri_lanka|2006-11-14	O
EU244823||italy|2007-01-01	O
KP003811|homo_sapiens|italy|2007-01-01	O
KX262989|homo_sapiens|italy|2007-01-01	O
KP003810|homo_sapiens|italy|2007-01-01	O
KX262993|homo_sapiens|italy|2007-01-01	O
MK120202|homo_sapiens|italy|2007-08-25	O
MK120201|homo_sapiens|italy|2007-08-20	O
GQ428212|homo_sapiens|india|2007-07-12	O
FJ000069|homo_sapiens|india|2007-06-01	O
GQ428214|homo_sapiens|india|2008-06-29	O
KT336782||india|2013-05-27	O
KT336781||india|2013-03-06	O
GQ428213|homo_sapiens|india|2007-07-13	O
FN295487|homo_sapiens|malaysia|2008-01-01	O
FN295485|homo_sapiens|malaysia|2008-01-01	O
FJ807899|homo_sapiens|malaysia|2008-01-01	O
KX009169|homo_sapiens|thailand|2013-01-01	O
LC259093|homo_sapiens|malaysia|2009-01-06	O
GU199353|homo_sapiens|china|2008-01-01	O
GU199352|homo_sapiens|china|2008-01-01	O
KT324227|homo_sapiens|malaysia|2009-03-01	O
MF773568|homo_sapiens|malaysia|2008-01-01	O
GU301780|homo_sapiens|thailand|2008-10-21	O
KJ796851||thailand|2008-12-01	O
KJ796848||thailand|2008-11-06	O
KJ796847||thailand|2009-03-05	O
KP164869||thailand|2009-01-01	O
ON262791|homo_sapiens|thailand|2012-01-01	O
FJ445502|homo_sapiens|singapore|2008-08-01	O
FJ445484|homo_sapiens|singapore|2008-05-01	O
FJ445463|homo_sapiens|singapore|2008-07-01	O
FJ445445|homo_sapiens|singapore|2008-08-01	O
FJ445443|homo_sapiens|singapore|2008-08-01	O
FJ445433|homo_sapiens|singapore|2008-08-01	O
FJ445430|homo_sapiens|singapore|2008-07-01	O
GQ905863|homo_sapiens|thailand|2009-05-25	O
FR687345|homo_sapiens|malaysia|2009-02-05	O
GU301781|homo_sapiens|thailand|2009-07-27	O
FR687344|homo_sapiens|malaysia|2009-01-12	O
FR687342|homo_sapiens|malaysia|2008-11-10	O
FJ445432|homo_sapiens|singapore|2008-07-01	O
FR687341|homo_sapiens|malaysia|2008-11-05	O
KX009170|homo_sapiens|thailand|2013-01-01	O
KC862329|homo_sapiens|indonesia|2010-01-01	O
MF773569|homo_sapiens|papua_new_guinea|2013-01-01	O
KX262997|homo_sapiens|malaysia|2009-01-01	O
MF773567|homo_sapiens|borneo|2011-01-01	O
FJ445431|homo_sapiens|singapore|2008-07-01	O
KT324228|homo_sapiens|malaysia|2009-02-01	O
FR687347|homo_sapiens|malaysia|2009-02-12	O
KT324225|homo_sapiens|malaysia|2009-01-01	O
KT324224|homo_sapiens|malaysia|2008-12-01	O
MH647211|homo_sapiens|singapore|2009-12-01	O
MH647210|homo_sapiens|singapore|2009-12-01	O
KJ796852||thailand|2009-02-12	O
KJ796850||thailand|2009-09-16	O
KJ796849||thailand|2008-12-23	O
KX009167|homo_sapiens|thailand|2013-01-01	O
KX009171|homo_sapiens|thailand|2013-01-01	O
LC580270|homo_sapiens|thailand|2010-01-01	O
JQ861260|homo_sapiens|cambodia|2011-05-28	O
JQ861259|homo_sapiens|cambodia|2011-05-26	O
JQ861258|homo_sapiens|cambodia|2011-08-16	O
JQ861257|homo_sapiens|cambodia|2011-08-16	O
JQ861255|homo_sapiens|cambodia|2011-08-16	O
JQ861256|homo_sapiens|cambodia|2011-08-16	O
JQ861254|homo_sapiens|cambodia|2011-08-16	O
JQ861253|homo_sapiens|cambodia|2011-08-16	O
MF076575|homo_sapiens|laos|2012-08-16	O
MF076574|homo_sapiens|laos|2012-08-16	O
MF076573|homo_sapiens|laos|2012-08-07	O
MF076572|homo_sapiens|laos|2013-03-12	O
MF076577|culicidae|laos|2012-08-31	O
MF076576|homo_sapiens|laos|2012-08-31	O
MF076571|homo_sapiens|laos|2013-03-28	O
MF076570|homo_sapiens|laos|2013-03-28	O
MF076569|homo_sapiens|laos|2013-03-28	O
MF076568|homo_sapiens|laos|2013-03-28	O
KJ579187|homo_sapiens|thailand|2013-10-14	O
KJ579186|homo_sapiens|thailand|2013-10-14	O
KJ579185|homo_sapiens|thailand|2013-10-14	O
KJ579184|homo_sapiens|thailand|2013-10-14	O
GU301779|homo_sapiens|thailand|2009-09-04	O
ON262792|homo_sapiens|thailand|2012-01-01	O
HQ846357|homo_sapiens|china|2010-10-01	O
JQ065888|homo_sapiens|china|2010-10-01	O
HQ846356|homo_sapiens|china|2010-10-01	O
JQ065889|homo_sapiens|china|2010-10-01	O
JQ065887|homo_sapiens|china|2010-10-01	O
JQ065885|homo_sapiens|china|2010-10-01	O
JX088705|homo_sapiens|china|2010-01-01	O
FR687340|homo_sapiens|malaysia|2008-08-21	O
FR687343|homo_sapiens|malaysia|2008-12-12	O
FR687346|homo_sapiens|malaysia|2009-02-16	O
KX009168|homo_sapiens|thailand|2013-01-01	O
KT324226|homo_sapiens|malaysia|2009-01-01	O
FR687348|homo_sapiens|malaysia|2009-04-03	O
GU908223|aedes_albopictus|thailand|2009-08-14	O
HQ846359|homo_sapiens|china|2010-10-01	O
HQ846358|homo_sapiens|china|2010-10-01	O
JQ065886|homo_sapiens|china|2010-10-01	O
KF590565|homo_sapiens|myanmar|2010-01-01	O
KF590566|homo_sapiens|myanmar|2010-01-01	O
KF590564|homo_sapiens|myanmar|2010-01-01	O
KF151175|homo_sapiens|myanmar|2009-12-11	O
KF151174|homo_sapiens|myanmar|2009-07-13	O
KF590567|homo_sapiens|myanmar|2010-01-01	O
JQ065892|homo_sapiens|china|2010-10-01	O
MH647215|homo_sapiens|singapore|2010-02-01	O
MH647214|homo_sapiens|singapore|2010-01-01	O
MH647212|homo_sapiens|singapore|2009-11-01	O
JQ065891|homo_sapiens|china|2010-10-01	O
MH124578|homo_sapiens|india|2010-01-01	O
MH124577|homo_sapiens|india|2010-01-01	O
MH124579|homo_sapiens|india|2010-01-01	O
MH124574|homo_sapiens|india|2010-01-01	O
MH124572|homo_sapiens|india|2010-01-01	O
MH124571|homo_sapiens|india|2010-01-01	O
MH647181|homo_sapiens|singapore|2011-11-01	O
MH647180|homo_sapiens|singapore|2011-10-01	O
MG664850|homo_sapiens|china|2010-01-01	O
MH124576|homo_sapiens|india|2010-01-01	O
MH124575|homo_sapiens|india|2010-01-01	O
MH124573|homo_sapiens|india|2010-01-01	O
MH124570|homo_sapiens|india|2010-01-01	O
MW581884|homo_sapiens|india|	O
MW581883|homo_sapiens|india|	O
MW581879|homo_sapiens|india|	O
MW581869|homo_sapiens|india|	O
MW581872|homo_sapiens|india|	O
MW581874|homo_sapiens|india|	O
KJ679578|homo_sapiens|india|2011-12-21	O
MW581873|homo_sapiens|india|	O
MW581864|homo_sapiens|india|	O
MW581881|homo_sapiens|india|	O
MW581866|homo_sapiens|india|	O
MW581865|homo_sapiens|india|	O
MW581863|homo_sapiens|india|	O
MW581882|homo_sapiens|india|	O
MW581878|homo_sapiens|india|	O
MW581880|homo_sapiens|india|	O
MW581877|homo_sapiens|india|	O
MW581875|homo_sapiens|india|	O
MW581885|homo_sapiens|india|	O
MW581876|homo_sapiens|india|	O
MW581870|homo_sapiens|india|	O
MW581871|homo_sapiens|india|	O
OK299098|homo_sapiens|india|2012-01-01	O
MW759070|homo_sapiens|india|2010-01-01	O
ON642355|homo_sapiens|india|2010-01-01	O
ON642354|homo_sapiens|india|2010-01-01	O
OQ750695|homo_sapiens|india|2010-01-01	O
OQ750694|homo_sapiens|india|2010-01-01	O
OQ750693|homo_sapiens|india|2010-01-01	O
OQ750692|homo_sapiens|india|2010-01-01	O
OQ750691|homo_sapiens|india|2010-01-01	O
OQ750690|homo_sapiens|india|2010-01-01	O
OQ750689|homo_sapiens|india|2010-01-01	O
OQ750688|homo_sapiens|india|2010-01-01	O
KX619424|homo_sapiens|india|2015-09-22	O
KX619425|homo_sapiens|india|2015-09-11	O
MK286895|homo_sapiens|india|2014-01-01	O
KX619423|homo_sapiens|india|2014-07-23	O
KX619422|homo_sapiens|india|2014-07-08	O
KX881784|homo_sapiens|india|	O
JN558836|homo_sapiens|india|2009-01-01	O
JN558835|homo_sapiens|india|2008-01-01	O
JN558834|homo_sapiens|india|2009-01-01	O
EU564335|homo_sapiens|india|2006-10-31	O
GQ428210|homo_sapiens|india|2006-10-07	O
FJ000065|homo_sapiens|india|2006-09-01	O
FJ000062|homo_sapiens|india|2006-09-01	O
JF274082|homo_sapiens|india|2006-09-27	O
HM045794|homo_sapiens|usa|2006-01-01	O
KJ941050|homo_sapiens|usa|2006-01-01	O
KY575568|homo_sapiens|usa|2006-01-01	O
FJ000068|homo_sapiens|india|2006-08-01	O
MK370030|homo_sapiens|india|2015-01-01	O
FJ445511|homo_sapiens|singapore|2008-01-01	O
FJ445510|homo_sapiens|singapore|2008-01-01	O
FJ807896|homo_sapiens|singapore|2006-01-01	O
FJ000064|homo_sapiens|india|2006-09-01	O
FJ000063|homo_sapiens|india|2006-10-01	O
GQ428211|homo_sapiens|india|2006-10-07	O
HM045799|homo_sapiens|sri_lanka|2007-01-01	O
KY575567|homo_sapiens|usa|2006-01-01	O
EF210157|homo_sapiens|india|2006-01-01	O
PP349434|homo_sapiens|india|2006-01-01	O
KF283987|homo_sapiens|comoros|2005-01-01	O
KF283986|homo_sapiens|comoros|2005-01-01	O
KP702297|homo_sapiens|comoros|2005-01-01	O
MK028836|aedes_aegypti|comoros|2005-01-01	O
FJ959103|homo_sapiens|mauritius|2006-01-01	O
FR717337|homo_sapiens|france|2005-12-26	O
FR717336|homo_sapiens|france|2005-12-26	O
LP981862|||	O
MH229986||mauritius|2006-01-01	O
EU564334|homo_sapiens|mauritius|2006-02-14	O
KP003809|homo_sapiens|mayotte|2006-01-01	O
KP003807|homo_sapiens|france|2006-01-01	O
KP003808|homo_sapiens|madagascar|2006-01-01	O
KY575571|homo_sapiens|usa|2006-01-01	O
LP981867|||	O
MP174049|||	O
HM045812|homo_sapiens|uganda|1982-01-01	O
HM045784|anopheles_funestus|central_african_republic|1984-11-19	O
KY575574|homo_sapiens|usa|1995-01-01	O
HM045823||angola|1962-01-01	O
PV089294|homo_sapiens|brazil|2014-08-07	O
OQ759749|homo_sapiens|brazil|2015-07-17	O
OQ759755|homo_sapiens|brazil|2015-07-22	O
OQ759751|homo_sapiens|brazil|2015-07-21	O
OQ759747|homo_sapiens|brazil|2015-07-17	O
OQ759750|homo_sapiens|brazil|2015-07-20	O
OQ759757|homo_sapiens|brazil|2015-08-31	O
OQ759754|homo_sapiens|brazil|2015-07-22	O
OQ759748|homo_sapiens|brazil|2015-07-17	O
OQ759745|homo_sapiens|brazil|2015-07-15	O
OQ759753|homo_sapiens|brazil|2015-07-22	O
OQ759752|homo_sapiens|brazil|2015-07-20	O
OQ759743|homo_sapiens|brazil|2015-07-15	O
OQ759746|homo_sapiens|brazil|2015-07-16	O
OQ759742|homo_sapiens|brazil|2015-07-15	O
KU940225|homo_sapiens|brazil|2015-07-15	O
KP164570|homo_sapiens|brazil|2014-09-03	O
KP164569|homo_sapiens|brazil|2014-08-28	O
KP164568|homo_sapiens|brazil|2014-08-26	O
OQ148632|homo_sapiens|brazil|2014-06-11	O
OQ148631|homo_sapiens|brazil|2014-10-20	O
OQ148630|homo_sapiens|brazil|2014-10-10	O
OQ148629|homo_sapiens|brazil|2014-08-28	O
MK121893|homo_sapiens|brazil|2015-07-15	O
MK121891|homo_sapiens|brazil|2015-07-15	O
ON009842|homo_sapiens|brazil|2015-01-01	O
HM045822|homo_sapiens|central_african_republic|1978-10-01	O
KY038946|aedes_opok|central_african_republic|1975-06-01	O
KY038947|homo_sapiens|central_african_republic|1983-12-01	O
KX262996|homo_sapiens|cameroon|2006-01-01	O
KP003812|homo_sapiens|gabon|2007-01-01	O
KP003813|homo_sapiens|republic_of_the_congo|2011-01-01	O
HM045809|homo_sapiens|democratic_republic_of_the_congo|1960-01-01	O
HM045792|homo_sapiens|south_africa|1956-04-01	O
HM045805|aedes_furcifer|south_africa|1976-01-01	O
HM045795|homo_sapiens|south_africa|1976-01-01	O
HM045811|homo_sapiens|tanzania|1953-02-22	O
